Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
989,989,1,4,2.5,0
990,990,5,10,5.0,1
991,991,3,2,6.0,0
992,992,5,5,6.5,0
993,993,5,3,8.0,0
994,994,5,6,2.0,1
995,995,5,10,5.0,1
996,996,4,6,4.0,0
997,997,5,4,2.0,1
998,998,3,7,4.5,0
999,999,5,4,3.5,1
1000,1000,1,10,2.5,1
1001,1001,5,8,5.0,0
1002,1002,4,2,7.0,0
1003,1003,1,3,2.5,0
1004,1004,4,4,4.0,0
1005,1005,3,8,4.5,1
1006,1006,3,1,4.5,0
1007,1007,4,1,5.5,0
1008,1008,3,8,3.0,1
1009,1009,5,10,6.5,0
1010,1010,2,0,3.5,0
1011,1011,4,8,5.5,0
1012,1012,5,1,3.5,0
1013,1013,3,2,1.5,1
1014,1014,1,3,1.0,1
1015,1015,3,5,4.5,0
1016,1016,1,0,2.5,0
1017,1017,2,1,5.0,0
1018,1018,1,3,2.5,0
1019,1019,1,2,2.5,0
1020,1020,1,9,-0.5,1
1021,1021,4,6,5.5,0
1022,1022,2,3,3.5,0
1023,1023,5,8,5.0,0
1024,1024,3,2,3.0,0
1025,1025,3,10,1.5,1
1026,1026,4,5,4.0,0
1027,1027,2,8,0.5,1
1028,1028,3,4,1.5,1
1029,1029,5,7,6.5,0
1030,1030,4,2,2.5,0
1031,1031,5,7,6.5,0
1032,1032,1,8,-0.5,1
1033,1033,2,1,5.0,0
1034,1034,2,8,3.5,1
1035,1035,1,4,-2.0,1
1036,1036,4,6,1.0,1
1037,1037,1,5,-0.5,1
1038,1038,4,2,2.5,1
1039,1039,4,7,5.5,0
1040,1040,1,7,1.0,1
1041,1041,3,7,1.5,1
1042,1042,2,2,0.5,1
1043,1043,5,10,5.0,1
1044,1044,5,6,3.5,1
1045,1045,5,1,5.0,0
1046,1046,1,4,4.0,0
1047,1047,1,0,4.0,0
1048,1048,4,7,4.0,1
1049,1049,1,10,1.0,1
1050,1050,1,9,1.0,1
1051,1051,3,10,1.5,1
1052,1052,1,0,-0.5,1
1053,1053,1,5,1.0,1
1054,1054,1,6,4.0,0
1055,1055,5,8,6.5,0
1056,1056,3,10,1.5,1
1057,1057,2,1,0.5,1
1058,1058,2,5,-1.0,1
1059,1059,1,8,1.0,1
1060,1060,3,5,6.0,0
1061,1061,2,6,5.0,0
1062,1062,2,5,5.0,0
1063,1063,1,0,-0.5,1
1064,1064,2,9,2.0,1
1065,1065,4,1,4.0,0
1066,1066,2,5,2.0,1
1067,1067,2,9,2.0,1
1068,1068,5,0,8.0,0
1069,1069,4,6,5.5,0
1070,1070,5,9,8.0,0
1071,1071,5,4,5.0,0
1072,1072,5,0,5.0,0
1073,1073,4,2,1.0,1
1074,1074,1,5,2.5,1
1075,1075,3,10,0.0,1
1076,1076,1,9,4.0,1
1077,1077,4,1,7.0,0
1078,1078,2,2,0.5,1
1079,1079,4,4,4.0,0
1080,1080,5,7,3.5,1
1081,1081,4,9,4.0,1
1082,1082,2,5,2.0,1
1083,1083,4,3,5.5,0
1084,1084,1,2,-0.5,1
1085,1085,5,9,3.5,1
1086,1086,4,4,5.5,0
1087,1087,5,9,5.0,0
1088,1088,2,6,5.0,0
1089,1089,3,6,1.5,1
1090,1090,1,9,-0.5,1
1091,1091,5,2,6.5,0
1092,1092,4,8,5.5,0
1093,1093,4,4,5.5,0
1094,1094,3,0,6.0,0
1095,1095,3,5,3.0,0
1096,1096,1,1,4.0,0
1097,1097,1,10,4.0,1
1098,1098,5,0,3.5,0
1099,1099,2,1,3.5,0
1100,1100,4,10,2.5,1
1101,1101,2,4,2.0,1
1102,1102,1,9,2.5,1
1103,1103,3,3,4.5,0
1104,1104,5,4,5.0,0
1105,1105,2,5,0.5,1
1106,1106,1,8,-0.5,1
1107,1107,4,2,5.5,0
1108,1108,4,3,5.5,0
1109,1109,5,0,5.0,0
1110,1110,4,2,4.0,0
1111,1111,5,7,6.5,0
1112,1112,4,7,4.0,0
1113,1113,5,1,5.0,0
1114,1114,3,10,3.0,1
1115,1115,5,4,8.0,0
1116,1116,4,1,1.0,0
1117,1117,1,2,-0.5,1
1118,1118,1,1,4.0,0
1119,1119,4,2,4.0,0
1120,1120,5,3,5.0,0
1121,1121,3,10,3.0,1
1122,1122,4,6,1.0,1
1123,1123,2,6,3.5,0
1124,1124,4,2,4.0,0
1125,1125,4,6,4.0,0
1126,1126,5,1,5.0,0
1127,1127,2,10,0.5,1
1128,1128,2,9,2.0,1
1129,1129,2,7,3.5,1
1130,1130,3,4,3.0,0
1131,1131,4,3,2.5,0
1132,1132,4,5,7.0,0
1133,1133,3,7,1.5,1
1134,1134,5,5,6.5,0
1135,1135,3,2,3.0,0
1136,1136,3,10,3.0,1
1137,1137,2,10,5.0,1
1138,1138,2,6,0.5,1
1139,1139,1,8,2.5,1
1140,1140,4,2,4.0,0
1141,1141,3,1,3.0,0
1142,1142,4,2,7.0,0
1143,1143,1,3,2.5,0
1144,1144,4,10,5.5,0
1145,1145,4,5,4.0,1
1146,1146,5,4,6.5,0
1147,1147,4,9,5.5,0
1148,1148,2,9,5.0,0
1149,1149,3,10,4.5,1
1150,1150,2,7,-1.0,1
1151,1151,5,0,6.5,0
1152,1152,3,8,3.0,1
1153,1153,5,6,5.0,0
1154,1154,4,9,5.5,1
1155,1155,3,2,0.0,1
1156,1156,3,7,3.0,1
1157,1157,4,8,7.0,0
1158,1158,4,6,4.0,1
1159,1159,1,9,-2.0,1
1160,1160,2,4,2.0,1
1161,1161,3,4,1.5,1
1162,1162,4,8,1.0,1
1163,1163,4,10,7.0,0
1164,1164,5,4,5.0,0
1165,1165,5,8,5.0,0
1166,1166,4,0,1.0,0
1167,1167,1,7,2.5,1
1168,1168,1,2,4.0,0
1169,1169,4,3,2.5,1
1170,1170,2,4,2.0,1
1171,1171,4,0,4.0,0
1172,1172,2,1,5.0,0
1173,1173,5,4,5.0,0
1174,1174,3,0,6.0,0
1175,1175,2,5,-1.0,1
1176,1176,4,5,4.0,1
1177,1177,2,2,0.5,1
1178,1178,3,10,1.5,1
1179,1179,3,0,0.0,1
1180,1180,1,3,2.5,1
1181,1181,3,5,3.0,1
1182,1182,5,3,5.0,0
1183,1183,4,7,2.5,1
1184,1184,1,2,-2.0,1
1185,1185,1,1,-0.5,1
1186,1186,2,0,5.0,0
1187,1187,3,9,4.5,1
1188,1188,3,6,6.0,0
1189,1189,4,10,4.0,1
1190,1190,2,7,2.0,1
1191,1191,5,5,5.0,0
1192,1192,2,10,5.0,1
1193,1193,2,3,5.0,0
1194,1194,1,6,-2.0,1
1195,1195,1,5,-0.5,1
1196,1196,2,2,5.0,0
1197,1197,3,9,6.0,1
1198,1198,4,8,4.0,1
1199,1199,5,5,6.5,0
1200,1200,3,1,4.5,0
1201,1201,2,10,3.5,1
1202,1202,5,9,8.0,0
1203,1203,2,1,5.0,0
1204,1204,5,7,6.5,0
1205,1205,4,10,4.0,1
1206,1206,2,3,2.0,1
1207,1207,3,3,1.5,1
1208,1208,1,3,-0.5,1
1209,1209,1,1,1.0,1
1210,1210,4,0,5.5,0
1211,1211,1,4,2.5,1
1212,1212,2,10,0.5,1
1213,1213,5,1,2.0,0
1214,1214,3,0,4.5,0
1215,1215,3,1,3.0,0
1216,1216,1,9,2.5,1
1217,1217,4,8,5.5,0
1218,1218,1,8,2.5,1
1219,1219,2,3,3.5,0
1220,1220,2,5,2.0,1
1221,1221,4,9,2.5,1
1222,1222,3,5,3.0,1
1223,1223,3,3,3.0,1
1224,1224,4,3,4.0,0
1225,1225,5,0,6.5,0
1226,1226,4,2,4.0,0
1227,1227,4,1,1.0,1
1228,1228,1,10,1.0,1
1229,1229,3,10,3.0,1
1230,1230,3,9,0.0,1
1231,1231,1,7,2.5,1
1232,1232,4,1,2.5,0
1233,1233,3,8,1.5,1
1234,1234,4,4,5.5,0
1235,1235,4,9,5.5,0
1236,1236,3,0,6.0,0
1237,1237,4,9,7.0,0
1238,1238,3,9,3.0,1
1239,1239,1,9,1.0,1
1240,1240,4,3,7.0,0
1241,1241,4,4,4.0,0
1242,1242,4,2,2.5,0
1243,1243,1,7,-0.5,1
1244,1244,2,1,0.5,1
1245,1245,2,5,3.5,0
1246,1246,5,4,6.5,0
1247,1247,5,3,8.0,0
1248,1248,2,8,3.5,1
1249,1249,4,1,4.0,0
1250,1250,2,0,0.5,1
1251,1251,5,2,6.5,0
1252,1252,3,10,3.0,1
1253,1253,3,4,3.0,0
1254,1254,1,7,4.0,1
1255,1255,2,8,5.0,0
1256,1256,5,4,3.5,0
1257,1257,5,1,5.0,0
1258,1258,5,10,2.0,1
1259,1259,2,5,2.0,1
1260,1260,3,2,3.0,0
1261,1261,4,4,1.0,1
1262,1262,4,8,7.0,0
1263,1263,1,9,1.0,1
1264,1264,4,4,4.0,0
1265,1265,4,1,5.5,0
1266,1266,4,3,4.0,0
1267,1267,4,0,4.0,0
1268,1268,4,9,4.0,1
1269,1269,1,2,1.0,1
1270,1270,5,8,6.5,0
1271,1271,5,3,5.0,0
1272,1272,3,8,3.0,1
1273,1273,5,7,8.0,0
1274,1274,5,0,5.0,0
1275,1275,2,4,5.0,0
1276,1276,4,4,5.5,0
1277,1277,2,1,0.5,1
1278,1278,2,9,2.0,1
1279,1279,4,2,4.0,0
1280,1280,2,9,3.5,1
1281,1281,4,5,4.0,0
1282,1282,1,9,1.0,1
1283,1283,3,2,4.5,0
1284,1284,5,3,5.0,0
1285,1285,3,8,1.5,1
1286,1286,5,6,6.5,0
1287,1287,1,6,1.0,1
1288,1288,2,4,-1.0,1
1289,1289,4,6,7.0,0
1290,1290,2,10,0.5,1
1291,1291,3,4,1.5,1
1292,1292,4,3,1.0,1
1293,1293,5,8,3.5,1
1294,1294,4,1,5.5,0
1295,1295,3,7,1.5,1
1296,1296,4,6,7.0,0
1297,1297,5,5,6.5,0
1298,1298,2,8,0.5,1
1299,1299,4,9,2.5,1
1300,1300,3,5,4.5,0
1301,1301,2,8,0.5,1
1302,1302,5,9,6.5,0
1303,1303,2,7,2.0,1
1304,1304,1,6,2.5,1
1305,1305,3,8,1.5,1
1306,1306,3,3,0.0,1
1307,1307,4,4,1.0,1
1308,1308,3,8,1.5,1
1309,1309,5,6,5.0,0
1310,1310,3,6,3.0,1
1311,1311,4,1,2.5,0
1312,1312,5,3,6.5,0
1313,1313,2,10,2.0,1
1314,1314,4,10,2.5,1
1315,1315,2,4,0.5,1
1316,1316,2,8,5.0,0
1317,1317,2,10,2.0,1
1318,1318,1,10,1.0,1
1319,1319,5,7,3.5,1
1320,1320,1,9,2.5,1
1321,1321,2,8,3.5,1
1322,1322,5,1,2.0,1
1323,1323,1,5,1.0,1
1324,1324,4,7,2.5,1
1325,1325,1,5,1.0,1
1326,1326,3,2,1.5,1
1327,1327,2,4,0.5,1
1328,1328,4,8,1.0,1
1329,1329,2,8,-1.0,1
1330,1330,3,9,3.0,1
1331,1331,2,10,2.0,1
1332,1332,3,3,0.0,1
1333,1333,2,4,2.0,1
1334,1334,4,9,2.5,1
1335,1335,3,8,4.5,1
1336,1336,2,9,3.5,1
1337,1337,2,1,2.0,0
1338,1338,3,2,3.0,0
1339,1339,2,7,2.0,1
1340,1340,3,4,4.5,0
1341,1341,4,5,5.5,0
1342,1342,4,5,4.0,0
1343,1343,2,9,2.0,1
1344,1344,2,10,-1.0,1
1345,1345,5,10,6.5,0
1346,1346,3,9,1.5,1
1347,1347,4,10,4.0,1
1348,1348,3,7,1.5,1
1349,1349,4,4,5.5,0
1350,1350,2,0,5.0,0
1351,1351,2,9,2.0,1
1352,1352,4,9,2.5,1
1353,1353,2,6,2.0,1
1354,1354,5,0,8.0,0
1355,1355,4,1,5.5,0
1356,1356,3,6,1.5,1
1357,1357,3,2,6.0,0
1358,1358,3,8,6.0,0
1359,1359,4,5,4.0,1
1360,1360,5,10,3.5,1
1361,1361,2,2,2.0,0
1362,1362,5,5,8.0,0
1363,1363,3,9,0.0,1
1364,1364,2,10,0.5,1
1365,1365,4,3,4.0,0
1366,1366,4,2,7.0,0
1367,1367,2,7,5.0,0
1368,1368,2,0,0.5,1
1369,1369,3,0,6.0,0
1370,1370,3,8,6.0,0
1371,1371,1,4,-0.5,1
1372,1372,3,5,6.0,0
1373,1373,5,2,5.0,0
1374,1374,5,6,5.0,0
1375,1375,2,2,2.0,0
1376,1376,4,6,2.5,1
1377,1377,4,4,2.5,1
1378,1378,5,5,8.0,0
1379,1379,5,0,3.5,0
1380,1380,3,9,3.0,1
1381,1381,2,7,5.0,0
1382,1382,3,10,3.0,1
1383,1383,3,2,3.0,0
1384,1384,1,9,2.5,1
1385,1385,4,7,2.5,1
1386,1386,1,6,1.0,1
1387,1387,4,4,1.0,1
1388,1388,4,1,7.0,0
1389,1389,2,8,2.0,1
1390,1390,4,2,1.0,1
1391,1391,4,6,4.0,1
1392,1392,3,3,1.5,1
1393,1393,5,9,3.5,1
1394,1394,4,10,4.0,1
1395,1395,5,3,2.0,1
1396,1396,2,0,3.5,0
1397,1397,2,5,-1.0,1
1398,1398,1,2,2.5,0
1399,1399,3,2,3.0,0
1400,1400,2,10,0.5,1
1401,1401,4,6,2.5,1
1402,1402,4,10,4.0,1
1403,1403,2,6,2.0,1
1404,1404,3,10,3.0,1
1405,1405,2,1,0.5,1
1406,1406,2,4,-1.0,1
1407,1407,4,5,4.0,0
1408,1408,5,6,8.0,0
1409,1409,5,9,3.5,1
1410,1410,3,5,0.0,1
1411,1411,1,1,1.0,1
1412,1412,4,3,2.5,0
1413,1413,5,5,3.5,0
1414,1414,4,4,4.0,0
1415,1415,5,4,5.0,0
1416,1416,1,0,1.0,0
1417,1417,3,6,4.5,0
1418,1418,4,10,4.0,1
1419,1419,4,7,1.0,1
1420,1420,4,4,4.0,0
1421,1421,4,9,5.5,0
1422,1422,5,0,2.0,0
1423,1423,2,3,2.0,1
1424,1424,1,2,4.0,0
1425,1425,1,4,4.0,0
1426,1426,4,7,1.0,1
1427,1427,2,3,5.0,0
1428,1428,1,7,-2.0,1
1429,1429,2,3,3.5,0
1430,1430,1,2,2.5,0
1431,1431,3,9,6.0,0
1432,1432,3,9,3.0,1
1433,1433,1,3,1.0,1
1434,1434,2,1,2.0,0
1435,1435,5,9,5.0,1
1436,1436,1,3,2.5,0
1437,1437,3,2,4.5,0
1438,1438,1,6,2.5,1
1439,1439,2,4,5.0,0
1440,1440,5,1,6.5,0
1441,1441,1,3,-0.5,1
1442,1442,2,8,0.5,1
1443,1443,3,6,4.5,0
1444,1444,1,6,1.0,1
1445,1445,2,10,2.0,1
1446,1446,2,6,-1.0,1
1447,1447,2,2,2.0,0
1448,1448,2,6,5.0,0
1449,1449,5,6,2.0,1
1450,1450,4,0,1.0,0
1451,1451,2,2,5.0,0
1452,1452,2,3,2.0,1
1453,1453,2,6,2.0,1
1454,1454,1,7,-2.0,1
1455,1455,3,8,4.5,0
1456,1456,5,0,8.0,0
1457,1457,1,10,2.5,1
1458,1458,4,3,5.5,0
1459,1459,3,2,1.5,0
1460,1460,5,1,5.0,0
1461,1461,5,10,5.0,1
1462,1462,5,2,8.0,0
1463,1463,2,8,3.5,1
1464,1464,1,6,2.5,1
1465,1465,2,10,-1.0,1
1466,1466,1,7,2.5,1
1467,1467,3,9,3.0,1
1468,1468,3,2,1.5,0
1469,1469,5,3,2.0,1
1470,1470,5,4,8.0,0
1471,1471,3,5,4.5,0
1472,1472,1,4,1.0,1
1473,1473,2,3,3.5,0
1474,1474,5,10,3.5,1
1475,1475,1,4,4.0,0
1476,1476,1,9,1.0,1
1477,1477,1,4,2.5,1
1478,1478,2,0,-1.0,1
1479,1479,3,5,6.0,0
1480,1480,3,1,4.5,0
1481,1481,4,2,2.5,1
1482,1482,1,10,4.0,1
1483,1483,2,6,5.0,0
1484,1484,4,2,2.5,0
1485,1485,4,0,2.5,0
1486,1486,5,6,6.5,0
1487,1487,3,7,1.5,1
1488,1488,5,2,5.0,0
1489,1489,2,7,3.5,1
1490,1490,4,3,5.5,0
1491,1491,2,0,2.0,0
1492,1492,4,5,4.0,1
1493,1493,3,6,6.0,0
1494,1494,2,0,0.5,1
1495,1495,1,8,-0.5,1
1496,1496,3,9,6.0,0
1497,1497,1,6,-0.5,1
1498,1498,3,8,4.5,1
1499,1499,1,5,-0.5,1
1500,1500,4,3,4.0,0
1501,1501,3,7,3.0,1
1502,1502,1,10,4.0,1
1503,1503,2,10,3.5,1
1504,1504,5,7,3.5,1
1505,1505,5,7,8.0,0
1506,1506,4,10,4.0,1
1507,1507,1,8,1.0,1
1508,1508,1,10,-0.5,1
1509,1509,4,4,4.0,0
1510,1510,5,8,2.0,1
1511,1511,5,5,8.0,0
1512,1512,4,3,2.5,1
1513,1513,1,8,2.5,1
1514,1514,3,7,6.0,0
1515,1515,1,2,4.0,0
1516,1516,1,10,-0.5,1
1517,1517,2,0,5.0,0
1518,1518,5,4,5.0,0
1519,1519,1,8,2.5,1
1520,1520,1,1,2.5,0
1521,1521,3,8,6.0,0
1522,1522,3,2,1.5,1
1523,1523,4,6,1.0,1
1524,1524,5,3,5.0,0
1525,1525,5,5,5.0,0
1526,1526,1,8,1.0,1
1527,1527,5,4,3.5,0
1528,1528,4,3,7.0,0
1529,1529,5,7,8.0,0
1530,1530,1,2,1.0,1
1531,1531,3,6,3.0,1
1532,1532,4,1,1.0,1
1533,1533,4,9,4.0,1
1534,1534,3,7,3.0,1
1535,1535,4,3,2.5,1
1536,1536,3,10,4.5,1
1537,1537,2,0,3.5,0
1538,1538,3,10,1.5,1
1539,1539,2,4,3.5,0
1540,1540,1,9,-2.0,1
1541,1541,4,8,4.0,1
1542,1542,1,5,-0.5,1
1543,1543,5,8,6.5,0
1544,1544,5,5,6.5,0
1545,1545,2,2,3.5,0
1546,1546,3,7,3.0,1
1547,1547,4,4,5.5,0
1548,1548,2,8,3.5,1
1549,1549,5,7,6.5,0
1550,1550,4,3,5.5,0
1551,1551,5,9,5.0,0
1552,1552,4,10,5.5,0
1553,1553,4,8,2.5,1
1554,1554,4,8,7.0,0
1555,1555,3,6,1.5,1
1556,1556,2,4,5.0,0
1557,1557,4,2,7.0,0
1558,1558,3,5,4.5,0
1559,1559,4,1,4.0,0
1560,1560,5,10,8.0,0
1561,1561,2,3,2.0,1
1562,1562,1,5,1.0,1
1563,1563,3,6,1.5,1
1564,1564,5,1,6.5,0
1565,1565,5,5,3.5,0
1566,1566,5,5,6.5,0
1567,1567,3,0,4.5,0
1568,1568,2,10,-1.0,1
1569,1569,2,1,-1.0,1
1570,1570,4,4,4.0,0
1571,1571,1,10,2.5,1
1572,1572,4,3,5.5,0
1573,1573,4,7,5.5,0
1574,1574,5,8,5.0,0
1575,1575,1,6,1.0,1
1576,1576,5,10,6.5,0
1577,1577,2,3,5.0,0
1578,1578,3,8,1.5,1
1579,1579,1,8,4.0,1
1580,1580,5,1,5.0,0
1581,1581,2,0,2.0,0
1582,1582,2,7,5.0,0
1583,1583,1,6,1.0,1
1584,1584,5,3,6.5,0
1585,1585,3,10,1.5,1
1586,1586,1,3,2.5,1
1587,1587,4,10,4.0,1
1588,1588,5,9,8.0,0
1589,1589,2,5,5.0,0
1590,1590,1,3,-2.0,1
1591,1591,2,0,5.0,0
1592,1592,4,9,4.0,1
1593,1593,1,5,1.0,1
1594,1594,3,3,3.0,0
1595,1595,3,7,3.0,1
1596,1596,4,0,4.0,0
1597,1597,2,3,3.5,0
1598,1598,2,6,0.5,1
1599,1599,3,1,1.5,0
1600,1600,4,0,4.0,0
1601,1601,2,9,2.0,1
1602,1602,3,2,3.0,0
1603,1603,5,5,6.5,0
1604,1604,5,5,3.5,0
1605,1605,3,4,4.5,0
1606,1606,4,7,5.5,0
1607,1607,1,4,-0.5,1
1608,1608,3,4,0.0,1
1609,1609,2,8,0.5,1
1610,1610,1,5,-0.5,1
1611,1611,3,10,4.5,1
1612,1612,4,9,5.5,1
1613,1613,3,2,1.5,1
1614,1614,2,0,-1.0,1
1615,1615,4,10,5.5,1
1616,1616,3,0,6.0,0
1617,1617,3,8,0.0,1
1618,1618,1,9,1.0,1
1619,1619,2,10,5.0,1
1620,1620,3,7,3.0,1
1621,1621,4,1,2.5,0
1622,1622,2,1,5.0,0
1623,1623,3,9,4.5,1
1624,1624,3,2,4.5,0
1625,1625,2,1,2.0,0
1626,1626,1,5,1.0,1
1627,1627,1,9,-2.0,1
1628,1628,2,3,5.0,0
1629,1629,3,8,3.0,1
1630,1630,1,3,4.0,0
1631,1631,2,8,-1.0,1
1632,1632,4,10,5.5,1
1633,1633,2,5,2.0,1
1634,1634,4,10,5.5,1
1635,1635,2,2,2.0,0
1636,1636,4,1,4.0,0
1637,1637,4,2,1.0,1
1638,1638,4,10,1.0,1
1639,1639,1,6,-0.5,1
1640,1640,3,2,0.0,1
1641,1641,1,0,1.0,1
1642,1642,5,4,5.0,0
1643,1643,3,9,3.0,1
1644,1644,2,3,3.5,0
1645,1645,4,8,4.0,1
1646,1646,2,7,2.0,1
1647,1647,1,7,2.5,1
1648,1648,4,2,7.0,0
1649,1649,4,0,4.0,0
1650,1650,3,9,3.0,1
1651,1651,5,9,6.5,0
1652,1652,5,4,6.5,0
1653,1653,3,9,4.5,1
1654,1654,4,2,7.0,0
1655,1655,3,5,1.5,1
1656,1656,2,0,0.5,1
1657,1657,2,3,3.5,0
1658,1658,1,7,2.5,1
1659,1659,5,0,6.5,0
1660,1660,5,3,6.5,0
1661,1661,2,1,2.0,1
1662,1662,5,10,3.5,1
1663,1663,4,10,1.0,1
1664,1664,1,8,-2.0,1
1665,1665,1,2,-0.5,1
1666,1666,1,5,1.0,1
1667,1667,1,3,-0.5,1
1668,1668,1,10,-0.5,1
1669,1669,4,3,4.0,0
1670,1670,4,4,2.5,1
1671,1671,2,9,2.0,1
1672,1672,4,6,5.5,0
1673,1673,2,1,0.5,1
1674,1674,3,5,0.0,1
1675,1675,2,3,2.0,0
1676,1676,1,5,4.0,1
1677,1677,3,0,0.0,1
1678,1678,4,3,4.0,0
1679,1679,1,3,1.0,1
1680,1680,2,4,2.0,1
1681,1681,5,3,3.5,0
1682,1682,2,5,2.0,1
1683,1683,3,9,6.0,0
1684,1684,4,9,4.0,1
1685,1685,1,9,1.0,1
1686,1686,5,3,8.0,0
1687,1687,5,2,3.5,0
1688,1688,5,7,5.0,0
1689,1689,3,1,3.0,0
1690,1690,5,0,5.0,0
1691,1691,3,7,4.5,0
1692,1692,3,10,3.0,1
1693,1693,2,0,5.0,0
1694,1694,3,0,0.0,1
1695,1695,1,3,1.0,1
1696,1696,5,0,5.0,0
1697,1697,5,3,5.0,0
1698,1698,5,5,6.5,0
1699,1699,4,5,5.5,0
1700,1700,1,8,1.0,1
1701,1701,1,5,1.0,1
1702,1702,1,7,2.5,1
1703,1703,4,10,1.0,1
1704,1704,4,6,4.0,1
1705,1705,5,8,3.5,1
1706,1706,2,9,-1.0,1
1707,1707,5,10,2.0,1
1708,1708,1,6,2.5,1
1709,1709,4,8,7.0,0
1710,1710,5,6,5.0,0
1711,1711,1,7,2.5,1
1712,1712,3,0,4.5,0
1713,1713,3,7,4.5,1
1714,1714,2,8,2.0,1
1715,1715,5,7,8.0,0
1716,1716,1,8,-2.0,1
1717,1717,2,10,0.5,1
1718,1718,2,6,2.0,1
1719,1719,4,2,4.0,0
1720,1720,3,2,1.5,1
1721,1721,2,7,2.0,1
1722,1722,5,3,6.5,0
1723,1723,1,1,1.0,1
1724,1724,5,1,5.0,0
1725,1725,1,3,2.5,0
1726,1726,3,6,3.0,1
1727,1727,5,10,5.0,1
1728,1728,2,4,2.0,1
1729,1729,1,1,4.0,0
1730,1730,4,9,4.0,1
1731,1731,4,8,7.0,0
1732,1732,5,0,3.5,0
1733,1733,3,7,4.5,1
1734,1734,3,7,3.0,1
1735,1735,4,0,7.0,0
1736,1736,4,6,5.5,0
1737,1737,1,4,1.0,1
1738,1738,4,1,4.0,0
1739,1739,4,10,4.0,1
1740,1740,1,1,1.0,0
1741,1741,1,6,2.5,1
1742,1742,2,2,0.5,1
1743,1743,1,7,2.5,1
1744,1744,3,10,4.5,1
1745,1745,4,7,2.5,1
1746,1746,5,9,2.0,1
1747,1747,2,7,-1.0,1
1748,1748,3,0,1.5,0
1749,1749,3,7,1.5,1
1750,1750,4,8,4.0,1
1751,1751,3,9,4.5,1
1752,1752,1,5,-0.5,1
1753,1753,2,6,2.0,1
1754,1754,5,0,5.0,0
1755,1755,3,1,1.5,0
1756,1756,2,1,2.0,0
1757,1757,1,6,1.0,1
1758,1758,1,6,-0.5,1
1759,1759,2,9,3.5,1
1760,1760,4,1,1.0,1
1761,1761,2,10,2.0,1
1762,1762,5,0,3.5,0
1763,1763,2,3,0.5,1
1764,1764,1,3,4.0,0
1765,1765,4,7,5.5,0
1766,1766,3,8,6.0,0
1767,1767,3,0,1.5,1
1768,1768,1,6,4.0,1
1769,1769,4,3,5.5,0
1770,1770,5,1,6.5,0
1771,1771,5,1,2.0,0
1772,1772,4,10,2.5,1
1773,1773,5,6,6.5,0
1774,1774,3,2,3.0,0
1775,1775,3,6,4.5,0
1776,1776,5,7,3.5,1
1777,1777,2,10,2.0,1
1778,1778,4,4,4.0,0
1779,1779,1,3,4.0,0
1780,1780,2,9,0.5,1
1781,1781,5,8,8.0,0
1782,1782,2,3,0.5,1
1783,1783,4,4,1.0,1
1784,1784,1,7,-0.5,1
1785,1785,5,9,8.0,0
1786,1786,4,10,4.0,1
1787,1787,4,9,4.0,1
1788,1788,3,3,4.5,0
1789,1789,2,2,2.0,0
1790,1790,5,2,3.5,0
1791,1791,5,7,5.0,1
1792,1792,2,4,-1.0,1
1793,1793,2,2,0.5,1
1794,1794,4,4,1.0,1
1795,1795,2,0,3.5,0
1796,1796,5,6,6.5,0
1797,1797,5,7,8.0,0
1798,1798,1,7,-0.5,1
1799,1799,3,10,1.5,1
1800,1800,2,6,3.5,1
1801,1801,3,1,6.0,0
1802,1802,4,7,5.5,0
1803,1803,3,0,1.5,0
1804,1804,2,4,0.5,1
1805,1805,5,10,5.0,1
1806,1806,4,3,4.0,0
1807,1807,1,7,1.0,1
1808,1808,2,3,0.5,1
1809,1809,1,9,1.0,1
1810,1810,4,6,5.5,0
1811,1811,2,5,0.5,1
1812,1812,3,3,4.5,0
1813,1813,3,0,3.0,0
1814,1814,3,5,3.0,1
1815,1815,3,6,3.0,1
1816,1816,4,1,4.0,0
1817,1817,3,1,4.5,0
1818,1818,1,8,1.0,1
1819,1819,2,10,3.5,1
1820,1820,1,2,4.0,0
1821,1821,5,5,8.0,0
1822,1822,3,0,6.0,0
1823,1823,2,2,0.5,1
1824,1824,2,7,2.0,1
1825,1825,4,1,1.0,0
1826,1826,5,2,3.5,0
1827,1827,2,8,0.5,1
1828,1828,5,0,5.0,0
1829,1829,3,3,3.0,1
1830,1830,5,1,3.5,0
1831,1831,5,2,5.0,0
1832,1832,4,7,5.5,0
1833,1833,2,4,-1.0,1
1834,1834,3,5,3.0,0
1835,1835,1,8,-2.0,1
1836,1836,2,6,3.5,0
1837,1837,1,10,1.0,1
1838,1838,2,2,-1.0,1
1839,1839,4,5,2.5,1
1840,1840,1,7,-0.5,1
1841,1841,5,3,5.0,0
1842,1842,5,7,3.5,1
1843,1843,2,7,3.5,1
1844,1844,5,0,5.0,0
1845,1845,1,7,-0.5,1
1846,1846,5,8,6.5,0
1847,1847,3,5,1.5,1
1848,1848,2,4,2.0,1
1849,1849,1,2,1.0,1
1850,1850,3,10,3.0,1
1851,1851,3,5,3.0,1
1852,1852,2,1,0.5,1
1853,1853,1,4,-0.5,1
1854,1854,4,3,1.0,1
1855,1855,3,8,1.5,1
1856,1856,1,7,4.0,0
1857,1857,3,9,3.0,1
