TR,TF,TTS,CD,CR,CG,SNO,RCR
3,3,2,2,4,3.0059324788972996,124,9
2,2,3,1,3,2.2098405132509233,25,3
1,2,3,5,1,0.87913432325462,1,2
4,3,2,3,5,4.866239946556638,34,10
5,4,4,2,3,5.103363235513396,100,3
1,2,1,4,4,6.135324902946078,81,4
3,4,4,1,5,9.378423554852942,100,8
4,2,5,5,4,6.586093456652302,3,5
4,4,4,2,4,1.110628862207712,3,6
1,3,3,3,5,0.9518654622907607,25,3
1,3,4,4,4,6.400323196361568,100,2
2,3,4,3,5,7.152788314873665,100,5
2,2,2,3,1,7.023923816177346,42,3
3,4,5,3,2,4.347825181368982,67,6
1,3,3,2,2,0.5178872753698638,208,7
2,1,2,4,5,3.0276759934918127,100,7
5,1,5,1,5,0.4717607253300682,5,8
1,1,3,4,2,0.5866116722540815,25,2
5,3,4,1,2,1.5126643802222783,1,3
3,4,4,1,4,7.943437287434064,61,7
1,1,5,3,5,9.487954604462177,34,2
1,1,2,1,3,7.830299731841026,21,3
1,5,5,2,2,1.7104859087466195,43,7
1,1,1,2,4,4.148970445941882,7,3
1,4,4,3,3,7.364943461329446,43,4
3,1,5,1,5,9.351622583156782,84,10
5,3,2,1,4,4.5223361007621,7,4
2,4,4,2,3,9.931755537293874,208,7
3,1,3,2,5,4.883345204596353,61,9
2,5,4,4,2,6.859270149476014,208,4
1,1,1,3,2,6.122386856996821,208,3
1,3,5,5,5,7.044175222421321,7,1
4,5,3,2,5,3.6503895947867484,7,3
5,3,1,5,1,7.708339808360601,7,3
4,5,4,5,3,6.123457771402533,84,1
2,3,1,5,2,9.470070469950512,56,1
2,4,1,5,1,8.894137492618786,25,8
1,4,3,3,4,3.974081933441621,42,5
2,5,1,1,2,5.935615526916536,34,5
2,1,2,2,5,8.917462197246826,57,3
1,5,1,2,4,8.618816225081428,81,7
2,4,2,5,3,2.732118368301495,25,5
1,5,1,1,5,3.162150344927369,39,8
3,5,1,1,3,0.3087188416408315,81,9
3,1,4,4,4,2.6642679302014036,25,10
4,5,1,3,1,9.421486739179493,28,4
5,5,2,4,2,2.8336003641811205,1,8
2,1,5,4,4,6.266298316785319,7,6
1,4,2,4,1,1.9674812034520772,42,10
1,4,3,3,5,8.744131372997359,5,6
5,4,1,3,3,9.555958907490483,84,7
2,3,5,2,3,5.32356887748133,208,4
2,3,2,1,3,6.764437333057288,3,8
5,5,3,3,3,9.78391635162133,56,8
1,2,3,1,5,7.458016850912283,61,1
3,3,1,2,3,3.6998904762241827,25,1
4,4,3,5,4,6.132799975992903,81,9
1,1,3,3,1,0.19566831752097946,3,8
4,4,1,4,4,9.251643645009114,12,6
1,5,3,1,4,4.458721170490768,81,4
5,4,4,1,1,7.491065201201445,12,10
4,4,1,1,2,1.1997269850516956,66,3
3,2,5,2,2,3.5591760140194637,2,8
5,4,5,4,4,0.25915463113805326,61,10
3,5,5,4,1,2.665777429448515,21,1
5,5,5,5,5,1.3147267414606445,81,8
3,4,2,2,5,9.519710881716584,61,4
1,2,3,5,1,3.657212924967612,1,10
5,5,5,5,4,8.579467955598664,61,8
2,4,2,1,5,2.5565323149821886,100,4
4,1,4,3,5,3.405795420070202,81,4
4,1,2,3,5,3.1832566824543274,5,7
3,4,1,4,5,9.947431642196312,3,5
1,3,4,2,1,4.261170147873816,61,9
1,3,5,4,5,6.638583636734873,61,5
2,2,5,4,1,9.107318536800417,7,2
5,4,1,2,2,9.522078891480858,68,8
2,2,2,1,5,5.829571943894825,13,5
2,2,2,3,3,0.9352768041285076,208,8
1,3,1,1,2,8.376514411814119,100,1
4,1,4,2,3,3.4413451080190716,34,1
4,5,5,4,2,2.351752947592182,100,6
3,3,2,5,2,5.018996575915274,25,8
1,1,4,4,1,3.4588493277498724,7,2
4,2,5,5,4,8.31479770042597,3,6
2,4,3,3,1,1.2911377816202374,1,5
5,2,2,2,3,5.932703792318018,1,6
1,3,5,2,1,4.818550377449289,3,10
2,3,5,5,1,3.8251089159700213,7,2
4,5,2,1,5,1.4931058601752367,28,9
3,4,2,3,4,5.236939543247705,84,3
3,3,4,3,2,8.657109676626586,57,1
2,5,2,2,5,9.870392775702225,68,7
3,5,3,2,1,5.425478429287171,3,2
5,3,5,4,3,3.109839285950702,1,8
3,2,3,5,4,3.644627236327944,56,8
3,1,5,2,3,1.8869734681007544,26,3
3,4,4,4,5,4.005790542623478,34,6
5,2,5,3,2,8.86532385105058,61,1
2,2,3,1,3,5.512897813452283,25,5
1,5,1,3,2,7.020125821322514,1,2
3,5,5,4,4,1.6232911716065712,57,1
2,4,3,1,3,9.035839705407238,208,4
4,3,2,3,5,4.916302898769934,34,6
5,5,2,2,2,1.6511272987142578,42,1
3,5,3,5,5,3.580522086434433,100,1
4,2,2,2,1,4.491957168216355,14,4
1,3,3,1,3,6.795419106705141,1,5
2,4,2,2,2,3.837210903303659,3,5
1,3,5,3,2,2.6134594365168127,7,1
4,5,3,1,2,9.763570043716163,6,8
3,4,1,3,3,9.630844901480543,9,4
5,4,5,2,4,0.7680409514316255,28,3
4,1,1,4,3,9.112573491072535,6,1
2,1,2,5,4,6.356545548499342,25,10
3,3,1,4,3,8.1219273646622,100,6
3,4,3,2,4,1.4683309329000749,34,7
1,1,5,2,1,1.0382524997152487,25,10
2,2,1,2,1,5.586956361129543,25,5
2,2,4,2,5,2.365101810595056,29,2
3,5,4,5,5,3.4660908292758243,34,2
3,1,5,2,2,7.984508129978974,5,1
4,4,1,5,2,0.7236391778980888,100,10
5,3,3,5,3,2.957293532206501,19,4
3,4,5,4,4,0.4583627570921145,4,2
1,1,1,5,5,0.741463400989899,34,5
5,4,3,4,1,9.418712871716053,100,4
3,4,5,5,1,4.554021913301842,19,9
5,5,3,2,4,2.5648135943356207,43,3
3,1,1,2,2,5.281030208172249,61,5
1,1,2,3,4,5.199760710201265,38,1
4,5,2,5,4,6.3939426395252665,66,7
3,1,1,4,3,9.809516508092122,1,6
3,4,3,2,3,7.759286254092608,81,7
1,2,3,1,5,7.665486644123611,61,10
3,1,5,5,2,9.095820499202102,25,4
4,3,3,4,2,2.131804062147319,38,10
2,5,3,2,2,5.364169263701814,1,9
5,4,1,5,4,4.307768116291979,7,6
1,1,2,2,5,4.703753235012016,7,8
1,4,1,1,5,7.09357127782114,100,4
3,2,3,5,3,0.24364125273546366,42,9
4,5,3,3,5,1.7676212154819926,3,3
1,1,2,1,1,1.9523724885563487,34,5
5,2,4,1,2,5.11966833869169,83,5
3,2,1,4,2,5.152164924943911,34,9
1,5,5,4,2,1.154312077389812,42,3
4,1,2,4,2,2.8300186497469406,81,9
2,2,4,3,1,2.426772255807049,28,9
5,2,1,2,5,4.976327239453173,34,9
1,5,1,2,2,3.2315264211110173,1,1
5,5,4,1,3,5.962886853211921,1,9
3,1,3,4,4,4.48803486171928,25,4
1,4,1,3,2,6.563843556407734,42,1
3,5,3,4,4,8.692982780009622,15,4
4,2,2,4,5,7.024925313044392,21,9
2,4,3,5,5,2.479413069033465,41,3
4,3,2,4,3,0.25389168004041673,100,9
5,1,1,3,1,3.796708667747911,81,6
2,2,5,4,5,2.155816385578271,100,2
5,5,4,5,1,3.553130867148475,42,3
3,3,2,3,5,0.9686578922501554,68,8
2,5,3,4,1,4.487807358743251,14,5
4,1,1,3,1,3.800493884782594,81,4
3,1,3,3,4,0.08967166709211716,5,9
1,1,4,3,4,8.917240706227982,61,1
4,2,1,5,3,7.17228856975022,100,10
3,5,4,4,3,4.163687180292701,34,8
3,2,3,3,2,9.728259804444072,1,3
1,5,2,3,4,0.8681276315211117,6,3
5,2,4,1,4,7.801412829546562,7,10
1,3,3,1,3,4.070409526025559,1,6
1,3,5,2,4,5.743604231069677,34,3
2,5,2,1,5,4.30366392269888,42,5
3,2,2,4,1,5.138464357748825,1,1
1,2,3,4,4,6.799669363038065,19,3
1,5,5,3,4,3.189872715919433,16,7
5,2,1,5,3,1.1497109855306853,6,5
4,5,3,4,4,4.395630563205138,28,2
3,2,3,5,3,7.7899029135525595,42,3
3,1,4,3,1,0.4874663935250356,81,5
3,5,4,3,3,7.038103946057708,34,3
5,3,5,3,5,6.583103338819036,61,1
5,1,5,4,5,6.614570233063088,7,6
4,5,1,5,4,7.39870817471465,66,1
4,4,4,5,3,3.5293300097993052,1,10
3,3,1,4,3,9.398330874821228,100,7
5,2,1,2,3,2.8288707817338876,1,4
4,5,4,4,3,8.103095632482301,100,1
3,3,2,2,3,3.7804952146368587,100,2
2,4,1,5,3,9.105359279117097,25,10
2,1,4,2,3,8.457197264484403,34,2
2,4,3,2,5,6.256868274576908,100,4
5,1,2,5,2,2.442324271616152,81,8
4,5,1,2,3,6.025979458788014,43,8
1,3,3,5,1,9.921002815575156,1,2
5,4,1,1,3,5.098622809803384,100,3
1,1,2,2,2,9.849095676566831,84,8
2,2,2,1,1,0.20809050632945914,84,7
5,2,5,4,2,1.4996341266144253,1,8
5,2,1,4,5,1.018751504433757,53,8
2,1,2,5,1,8.992400911046847,1,4
1,4,2,5,1,7.059922564817177,25,5
1,4,1,1,2,5.776630170339095,100,10
1,3,5,2,4,5.124642573218915,34,3
3,4,4,5,3,6.964275159473663,38,1
2,5,1,3,2,5.4911099599146045,15,7
2,5,5,3,1,6.926253450760419,100,1
4,1,3,2,1,8.481303965230971,61,2
1,3,5,1,4,9.392365252555393,61,7
1,5,3,2,3,2.610856540907547,61,4
5,4,5,2,2,7.2962018860293,3,10
2,3,1,2,2,7.121198187285636,42,7
1,4,2,3,4,5.694267226370937,100,3
4,5,4,4,4,8.166438032688612,100,9
5,3,3,5,3,2.4235304367151156,19,3
4,1,5,5,2,3.47062946608062,1,3
5,4,2,1,2,6.555403828853288,81,6
1,3,2,5,4,6.178914675340602,1,10
5,5,1,4,5,9.022171728660533,34,6
2,1,3,4,4,4.444004893059007,3,1
2,2,5,1,1,4.767673086230129,81,5
3,4,1,5,4,9.886560418095817,81,2
4,3,5,5,3,7.952550291267324,1,10
1,2,2,5,2,3.146343914420208,56,6
2,1,5,1,2,5.546593070681355,61,8
1,5,5,5,5,0.53886804492146,61,2
4,2,5,2,1,8.628671020030339,100,6
4,5,3,3,4,8.243285857449514,14,3
2,5,5,3,2,8.174506480827402,100,10
3,1,5,3,1,1.0533589252413367,6,8
4,3,4,5,1,1.2695070176660306,61,7
2,2,1,2,4,4.24631114403393,19,7
3,4,2,1,4,6.347845323252562,34,6
3,3,4,2,2,9.679579214045544,100,1
5,1,3,2,1,1.2449969402140482,7,6
5,1,3,3,5,5.018813954811784,25,1
2,2,5,2,1,0.45782623836523983,21,5
3,2,2,1,2,5.222828385058323,81,1
2,3,3,4,5,6.846512695255134,1,8
3,5,3,2,2,8.436232054861884,66,4
4,1,3,5,2,1.6906724585256228,38,1
3,2,2,3,3,1.7939972092398027,34,3
4,4,3,4,3,1.1607207165665245,38,1
1,4,3,4,3,5.059602424009361,7,1
2,2,5,1,2,6.527703507496057,100,9
5,1,4,1,3,3.123663419004977,100,4
5,3,5,2,5,9.510896356299574,34,9
4,1,2,4,1,9.333260176242046,81,8
3,3,1,1,5,3.9656834937823513,7,4
1,1,3,1,1,7.2753601305571465,208,1
2,5,3,4,1,8.892056084450733,14,10
1,4,1,4,3,4.090269002704955,7,4
2,5,3,3,5,9.267290866825098,42,8
3,3,2,2,2,0.7499573013251681,100,2
2,3,4,4,1,0.24941008243534402,25,5
2,3,4,1,3,1.1147924089738948,84,4
1,2,2,1,1,7.623401238049895,25,5
3,4,4,4,1,2.5660241654082707,25,4
2,4,4,1,2,4.255918491996687,42,7
4,5,4,5,2,7.750397880121628,2,10
3,3,3,1,4,4.07052647520943,53,8
3,2,4,1,5,6.996629683370326,61,5
4,3,2,3,4,4.2032263260690765,61,1
5,4,1,1,4,0.11718646401940536,6,10
2,2,5,3,5,0.9450724333038862,3,9
2,2,5,3,1,6.8061684707194035,7,4
3,4,2,2,1,5.462661339323743,7,7
2,2,5,5,3,5.486800248816223,84,6
1,4,1,1,5,5.727238919623465,100,1
5,3,5,3,4,9.802877662896007,62,1
4,5,1,3,5,4.518388026735611,38,7
1,2,4,4,4,6.430141406075459,43,10
1,4,1,5,3,4.621058358849572,7,10
2,2,2,4,1,8.338010393491352,1,4
2,5,4,5,2,4.871195181503741,1,10
4,3,1,3,5,9.642349150548977,42,7
2,2,4,3,4,4.0904650110693455,67,4
5,5,4,3,3,7.209192558200974,6,9
2,5,1,1,2,2.1171085989068184,34,9
3,2,3,2,1,9.423769058946842,56,4
1,3,1,5,3,8.68026926855353,6,4
5,5,4,4,3,1.7589546897293662,57,8
1,5,2,3,2,3.5873475616299744,100,2
1,1,5,3,4,3.7158473883145424,25,9
1,1,4,5,5,1.3908723778507248,53,2
4,2,3,2,4,6.706967712553604,61,2
2,1,3,4,5,6.455732771857817,25,6
5,2,3,3,3,3.1705469183134474,34,4
2,1,1,1,1,0.7674977654217541,28,3
3,4,2,5,1,2.183788922795493,25,9
5,1,4,4,4,5.103252846350111,7,8
2,4,3,1,1,6.045971609435816,1,8
5,1,3,2,1,2.0462723368243187,7,5
2,4,5,4,1,8.113906371155474,25,6
5,3,5,5,4,4.998968376025934,208,2
4,3,3,4,3,4.220302795575831,34,6
4,2,4,5,4,9.208860758583196,3,6
4,4,3,1,1,2.2350369404583734,25,5
1,1,3,3,2,5.787057663452591,100,3
3,2,1,5,1,6.336251354130621,1,1
4,5,2,2,2,6.68397093252891,25,1
2,1,1,4,3,4.08287340716433,1,7
2,1,2,5,2,9.43656916725324,1,10
5,3,2,3,4,8.497245833536173,34,1
5,5,2,2,4,9.09826535802373,7,6
2,2,4,4,4,7.997638834191246,43,6
4,5,5,3,3,6.793055225472059,53,10
5,5,1,5,3,5.53090376340392,100,4
5,3,3,5,1,1.6989134153335195,19,1
4,2,3,2,2,8.106440808765798,29,6
3,4,3,4,3,3.1510081124688574,7,6
3,3,3,4,5,4.044849193624978,1,9
1,2,3,1,1,1.35756418593858,81,4
2,3,2,4,5,7.3611216100167285,25,10
4,2,3,1,1,1.926252286099026,208,7
5,4,4,3,2,3.288754992621037,1,6
1,3,1,1,3,4.553985360554288,1,4
1,4,1,2,5,3.2478095706372545,42,6
3,1,3,4,3,7.790860351160892,25,2
4,2,3,4,4,1.6203515594089657,38,6
2,5,4,1,5,5.527627013853862,40,3
2,1,2,4,1,5.515104854990463,208,10
4,4,3,3,1,9.86852224337451,61,3
3,4,5,5,3,8.225097327650321,56,5
5,3,2,1,5,0.34181963301627927,56,9
1,3,3,3,4,7.927113966236233,100,3
4,4,5,4,5,4.839757469000588,10,3
5,1,1,1,4,2.131304520370084,34,5
4,5,2,5,1,4.779553788872444,34,1
4,5,1,1,5,2.1623384123784293,13,1
3,4,1,4,4,3.958042269478855,81,5
3,4,1,3,4,6.530616208707415,61,8
2,5,2,5,1,1.3890318435703142,25,3
2,5,3,4,5,1.4666453820530456,1,5
5,3,1,5,5,2.331896561665233,25,8
3,3,5,3,4,2.7406857261740925,81,9
4,4,4,2,3,5.349156079219398,100,5
2,5,1,3,4,3.643247811364041,1,1
4,1,4,3,3,5.742702093546285,34,5
1,1,5,3,3,7.052072322804191,7,8
2,3,4,2,5,0.3398664234339088,100,7
5,3,1,4,1,5.720097495636763,7,3
2,4,5,1,3,9.565297053729882,124,10
4,4,2,1,5,0.198111500269601,38,7
3,5,2,1,2,4.225828334325943,3,3
3,1,3,4,1,5.808217706029772,1,4
4,3,2,3,4,3.5238663442010356,61,10
1,2,5,4,3,6.76383868266814,42,10
1,3,1,4,3,6.298441418133825,40,3
5,5,2,2,3,4.1565430586232965,100,9
5,3,1,4,4,8.617389731069203,8,10
1,1,3,2,2,1.132122421728673,61,7
5,4,3,3,5,2.8022475101790976,81,6
2,3,1,4,3,3.979272681781485,40,6
5,3,1,3,2,0.4399807210605622,7,9
5,2,4,1,3,8.043778708871566,100,8
1,1,4,3,3,3.7504231088601427,53,6
5,1,4,3,1,0.17069303278463344,84,2
4,3,5,1,1,5.323786810463195,25,9
1,4,3,4,1,6.019158745848003,1,8
5,2,2,5,2,3.5680431479454433,6,1
4,3,2,3,2,7.746233536162396,7,1
4,5,5,1,1,5.557847642856068,81,9
4,2,2,2,3,4.256559311136555,100,5
3,4,5,1,5,6.566321402433806,34,9
5,1,1,4,5,8.171873943068114,25,9
3,5,1,4,3,2.0809646798793158,3,10
3,4,1,3,1,8.83439722364204,208,8
4,4,3,4,4,0.16783454785523233,81,7
2,3,4,1,1,5.146854091042501,6,3
3,4,2,1,4,6.962673424822343,34,2
2,4,2,5,5,9.565550597391276,41,6
1,5,4,3,1,6.721440762595279,208,4
5,1,1,3,1,4.14189856860209,81,6
2,4,2,4,1,6.692939887146878,28,10
1,5,5,1,1,1.2988711524609409,3,1
5,1,3,5,3,1.3878251914617379,62,1
1,1,4,1,5,2.596991837382884,38,3
1,4,5,2,4,8.949033362637042,56,2
1,1,4,5,5,0.8241359730886322,53,4
5,4,3,3,3,1.9557512334374705,14,3
2,1,5,2,2,8.053925663540028,61,9
4,2,3,2,1,7.385578349059304,29,7
1,5,5,3,2,6.410335206496799,100,9
2,4,2,1,4,1.3048580219007033,84,1
5,4,4,2,5,1.559416815639767,15,2
2,3,2,4,2,6.442369434558354,1,6
2,3,4,2,5,8.429720512152057,100,10
3,2,5,4,3,4.4543253883252385,1,9
3,4,4,3,2,5.1850908419692985,1,2
3,2,2,2,4,3.2441248091712915,38,5
2,1,2,5,5,3.0314871280486932,61,7
4,4,4,2,1,0.18601601341209917,7,5
5,2,3,1,3,1.9091352413329465,100,9
5,1,4,2,4,4.372647939854241,61,5
3,3,1,4,2,8.777705164645248,7,10
5,5,4,3,2,9.620560296659182,42,6
5,3,5,1,3,7.376150140128683,61,3
1,2,2,1,1,0.8455212435196136,25,9
4,5,1,3,4,6.7493743681471745,42,6
1,2,3,2,4,2.7709991270034684,61,10
4,5,1,1,3,5.075330898543767,28,2
5,3,2,4,5,9.890235845912207,61,2
3,5,4,5,3,4.604163969609834,208,8
1,1,2,2,3,4.425203033427259,43,5
4,1,1,2,4,3.3325475085499945,5,2
3,5,2,1,5,0.6601041466634949,43,6
2,5,1,3,5,7.847746705964113,1,8
1,5,2,2,3,2.2213393303365825,34,5
2,4,1,3,1,6.050299496479571,42,9
1,2,3,3,4,5.263585969316605,6,10
2,4,2,1,5,0.9612259752146401,100,6
5,3,5,1,4,8.36134261628648,100,2
5,1,5,2,1,4.59380107448438,84,10
5,2,4,2,3,3.2346614910063276,1,5
5,2,4,3,5,8.881487708207406,25,5
1,4,5,4,2,8.143690642098846,19,3
5,4,3,3,5,6.52776595062238,81,7
5,1,5,4,2,1.482719416658953,1,6
3,2,2,2,4,4.29657239953011,38,4
1,1,1,5,4,6.754848629230797,34,3
4,4,5,2,4,9.16874224919722,29,3
3,4,1,3,4,0.7786439067749051,61,9
2,2,1,3,2,0.9820518873797512,25,4
2,2,1,4,5,3.430867166262248,7,3
1,5,5,4,1,0.48840682241937494,100,2
5,5,3,5,3,9.788209576572312,1,1
5,3,2,2,5,5.285159835460456,81,5
3,3,5,2,2,3.7463198284837262,5,3
2,1,2,3,2,3.906950678296649,208,10
2,1,4,4,1,2.136931850943858,81,6
2,3,3,2,4,0.020603269010859293,124,2
4,4,5,2,3,2.617373092196983,28,5
1,1,2,1,2,8.550883070647075,34,5
3,3,2,1,2,5.74255232043564,10,6
3,4,5,5,1,0.39337150817289723,19,3
3,1,3,3,1,6.758587498959222,81,1
1,2,2,4,4,3.8342979119767886,56,7
2,4,4,2,2,5.675769513925777,100,2
5,3,4,4,3,5.609014181367316,19,6
2,4,5,5,1,1.0595483736264477,42,4
5,5,4,3,2,5.768854889825802,42,9
3,2,2,5,2,8.553207432635556,1,10
4,3,5,3,4,0.4929527330190042,19,7
1,5,5,2,3,7.8904061026020536,42,3
1,1,5,1,1,5.5668828439031675,25,10
4,4,4,3,2,4.355044534695186,61,3
4,4,1,5,4,5.367792212773969,25,8
4,2,3,3,3,2.3370455368011656,34,1
1,1,3,1,1,4.410854617890491,208,8
4,4,5,4,3,8.467811446504076,100,10
1,1,3,5,5,3.7104387610573353,100,2
4,3,1,2,2,9.35243807094005,38,6
2,4,1,5,5,9.732684589944563,41,6
3,3,2,5,5,5.9458617066912876,10,3
1,2,1,1,3,2.579956070451188,10,7
3,2,5,5,5,4.987213974443671,34,2
1,4,2,5,5,9.034268449980477,53,8
4,2,1,5,1,7.102496721644704,100,2
3,5,2,2,5,2.230940169005863,61,9
3,3,1,1,3,3.2382082268303956,25,3
4,1,4,5,3,2.234465609727615,25,1
1,3,5,5,4,3.8407709550845737,34,2
1,4,3,5,2,8.15259958057965,25,10
1,1,3,3,5,3.635618744652138,61,7
2,3,4,5,3,5.227732287779787,21,10
1,2,5,4,5,7.572058457330839,9,9
4,5,1,3,2,4.039755200060091,28,8
1,1,3,4,1,4.7182619168704125,25,3
2,1,4,1,3,1.338817200558916,84,6
2,5,2,1,3,5.575601716347349,34,8
5,5,5,4,2,0.774834044547531,100,4
5,3,4,4,1,3.962307499670027,25,8
2,2,2,5,1,2.679682953785767,1,5
2,2,2,3,5,4.836172290889536,1,5
3,3,3,5,4,3.059394824548709,56,10
4,3,2,5,4,0.037863228806651605,7,2
3,3,4,1,5,6.507667309290719,61,4
2,1,3,4,1,0.9107740856486446,3,1
1,5,4,4,2,4.096362627823549,1,3
5,3,4,3,5,7.408658435807154,53,7
4,4,4,1,2,9.524134118833178,56,4
3,3,5,5,4,9.333557015554408,1,8
2,3,5,1,1,4.840892683103294,208,4
5,1,4,3,5,3.2633230481889863,3,5
1,2,1,4,4,5.813313248126971,81,9
4,5,3,3,2,9.455409089149722,42,10
5,3,3,1,2,5.743129587165189,81,9
2,3,5,5,5,5.9554426307223,100,4
5,2,1,5,5,1.0277402650054968,34,4
5,3,4,4,1,2.237705309417949,25,2
3,5,1,5,1,8.317478211092235,84,1
3,3,4,4,3,9.28931946532919,34,9
2,3,2,1,1,5.184214480050481,3,5
1,5,3,3,2,2.049705476381074,62,3
2,5,4,1,3,5.179213924958769,3,3
2,3,3,5,2,0.9037479197651499,7,1
3,3,1,5,1,9.54532063501942,100,3
4,3,5,2,1,4.060907952662419,8,3
2,2,3,3,4,3.1690123750580335,208,10
4,5,1,5,3,6.827230342228695,7,4
1,1,2,5,5,1.91210947119,100,10
1,3,2,2,5,0.30130352192245247,1,9
3,1,5,4,1,4.8812664924566596,6,2
4,4,5,1,3,7.971483512382788,14,9
3,2,5,1,4,1.7759397068464977,3,9
3,1,1,3,3,7.802402598415396,34,7
4,2,1,5,1,5.880342978311369,100,6
5,2,3,1,4,6.473511787099434,81,4
3,5,1,5,5,6.33537127983645,61,4
3,1,1,5,1,2.183479809228608,1,6
4,2,5,1,1,4.126477897809845,53,7
5,5,2,1,2,7.112150822280695,100,4
1,3,4,2,3,0.7106604911881242,84,10
1,5,4,5,1,3.799556072145757,1,8
3,4,4,5,1,4.7385533823055965,25,2
2,4,3,3,4,4.305817672106002,1,7
3,5,1,2,2,0.2712306564783318,66,9
5,5,2,2,4,2.346727262287629,7,7
5,3,4,1,5,9.841579071627883,61,10
3,2,1,5,3,6.278229594411211,1,8
4,1,5,3,3,1.88262572016473,43,5
2,5,1,4,4,8.966019219593251,1,4
1,2,2,2,5,5.883593857630052,84,4
2,5,3,5,5,6.538353166669875,1,4
3,4,2,5,3,7.17197507583184,25,9
5,1,4,1,4,7.411664167193765,5,9
2,4,2,5,5,8.679762851926744,41,10
1,3,1,3,1,4.820681005458612,25,4
1,4,2,2,4,4.584302949292543,38,8
3,1,5,5,5,6.78708305015494,34,4
4,2,3,2,3,4.0820169025526685,26,9
4,3,3,4,3,3.9071966832024776,34,1
4,4,4,5,3,8.481852411979693,1,6
2,3,1,2,5,6.658549236555969,7,7
5,3,3,1,1,6.001409368074766,81,8
2,3,5,2,2,4.668914213302261,208,9
5,4,4,2,3,7.82975375853437,100,2
3,3,2,5,5,4.438980326726611,10,5
2,5,4,2,2,0.2716439775419388,28,2
3,1,3,3,3,9.279114625740895,68,6
4,5,4,4,1,8.60127104964985,61,5
3,2,2,5,1,4.298651869252611,1,1
4,1,2,2,3,5.116199750113539,100,2
4,1,3,5,5,9.065083493283687,25,2
1,3,4,4,3,9.653036139045057,7,5
2,5,4,1,3,7.285177774054214,3,8
1,3,3,1,3,8.451505775074134,1,2
5,5,5,5,5,9.933565238452081,81,7
4,1,2,3,2,8.69812657052081,100,6
5,4,1,3,4,9.926106203885826,38,5
2,5,1,3,3,7.948892325199787,57,5
4,4,5,3,5,2.5773337989628997,16,1
3,2,5,5,5,7.502393336331342,34,4
3,3,3,1,5,1.3774643049577284,28,1
2,1,2,3,3,6.819267276030069,13,4
2,3,5,5,2,2.8478400188854103,19,8
1,3,4,5,1,2.7491675435000094,1,6
3,1,4,5,1,8.125518250563871,25,8
1,1,1,3,2,9.795877838789414,208,6
4,4,1,2,3,3.1890400464623516,25,6
4,2,4,2,4,1.946938114660034,61,5
4,5,4,3,5,4.9346093659912675,7,4
4,2,4,2,5,1.3223844234055382,14,6
5,1,4,3,4,0.578066381861938,208,2
3,2,5,3,4,9.229214316660451,38,10
1,1,2,5,2,4.479011705543247,1,10
2,3,2,2,3,5.298264292311097,34,10
5,3,1,2,5,1.1495246771334733,1,2
2,5,2,3,2,2.3550655528034916,15,10
1,1,2,3,2,2.208462928730466,61,1
2,3,4,1,4,2.7972749848741687,6,10
5,4,4,4,1,1.5985984581681811,61,8
4,4,4,2,5,1.7658003574440095,42,5
5,3,1,2,1,9.380664545271246,40,2
3,1,4,1,1,4.760862940265475,3,4
5,5,3,2,3,7.764514225483948,56,8
4,4,2,4,1,7.157956930720291,100,2
3,5,4,2,1,7.78120388905235,100,4
3,4,4,3,3,1.0267386642880594,25,2
3,1,2,5,4,0.12410290292932391,53,3
5,4,4,5,4,7.853207370235501,29,3
4,4,3,1,3,5.816270287217521,5,10
4,2,3,1,2,4.609827929688896,208,6
1,5,3,4,3,3.282786581254852,1,3
2,2,5,5,5,7.144765088515261,26,9
4,4,3,3,2,7.233435222303948,19,5
5,2,1,4,5,6.67390744077894,53,7
4,1,3,5,5,0.46912821084520995,25,6
2,1,1,2,1,4.021149512666272,12,10
1,5,4,4,5,6.1139295946310455,61,1
4,1,1,3,3,1.5007807764937942,81,3
1,3,2,4,4,3.2309435302883163,67,6
5,5,3,1,4,0.798021577979221,84,5
3,4,2,5,2,5.205743204248911,25,10
4,5,4,3,3,6.029597446873668,100,10
3,2,2,5,1,3.3921063719572233,1,8
3,1,1,4,3,4.790604573194822,1,9
5,3,1,4,2,9.787084276570251,7,1
5,4,1,1,3,8.88673769585667,100,4
2,4,3,4,5,6.853537922548213,84,9
1,2,3,3,1,8.67831344426814,1,3
5,2,5,3,4,2.115776090952175,25,2
3,5,5,4,5,1.0654167573717366,34,2
1,2,1,4,2,6.587629621409321,25,6
1,2,4,1,2,7.138643134205317,25,10
5,2,4,3,2,5.791589439777479,34,4
2,1,1,3,1,8.678451845588915,42,10
2,4,1,1,4,5.353957309619265,1,4
4,5,2,5,4,5.563280584404038,66,1
5,3,1,2,3,6.72481671448323,100,10
1,1,3,5,1,8.246325676443034,5,1
4,2,3,3,4,5.17970349545767,34,2
4,2,2,1,1,9.602375908026348,61,8
5,4,5,3,4,8.076154240642868,28,10
3,3,2,5,2,0.50974074236672,25,4
2,5,3,1,4,3.5584226251709983,84,5
3,3,4,3,2,1.6555808581347675,57,4
4,1,1,1,3,4.63502927038311,34,10
4,2,3,2,5,3.681716943325587,208,5
1,2,3,3,4,5.258166073273242,6,2
1,2,3,5,1,0.5667816510300727,1,7
3,3,4,4,4,6.056197217714274,19,2
2,1,4,3,4,5.081929858554273,61,1
5,1,1,3,4,5.73658534039491,39,5
